"ID","step","angle","x","y","doy","tod","timestamp"
"Animal1",0.970552823011747,2.73717670174561,-4.910347,6.871675,291,12,"2018-10-18 22:00:37.000"
"Animal1",0.186607227471544,0.375437321736744,-4.90553,6.879013,292,1,"2018-10-19 00:01:37.000"
"Animal1",0.0120802588956246,-3.13907691836261,-4.905186,6.880665,292,2,"2018-10-19 02:02:25.000"
"Animal1",0.158000820830708,2.95161714516644,-4.905208,6.880558,292,3,"2018-10-19 04:01:07.000"
"Animal1",0.133617532343358,0.851970352650719,-4.904661,6.881878,292,4,"2018-10-19 06:00:55.000"
"Animal1",0.0548048222686522,-2.11700749969652,-4.905197,6.882961,292,5,"2018-10-19 08:00:50.000"
"Animal1",0.188892195685723,0.156020089872154,-4.904703,6.882918,292,6,"2018-10-19 10:02:02.000"
"Animal1",0.0218888131758474,0.716562625612364,-4.902998,6.883036,292,7,"2018-10-19 12:02:23.000"
"Animal1",0.0748418455002063,0.832364661992343,-4.902858,6.883176,292,8,"2018-10-19 14:01:30.000"
"Animal1",0.183526316993055,1.13217380048348,-4.90289,6.883852,292,9,"2018-10-19 16:01:20.000"
"Animal1",3.23321916625888,-0.168882985220374,-4.904425,6.884485,292,10,"2018-10-19 18:01:24.000"
"Animal1",1.99990431890271,1.73795516600487,-4.929208,6.90002,292,11,"2018-10-19 20:00:54.000"
"Animal1",0.413779513736434,1.59129512357605,-4.936139,6.883315,292,12,"2018-10-19 22:00:37.000"
"Animal1",0.48413606695427,-1.54311295310237,-4.932652,6.881953,293,1,"2018-10-20 00:00:54.000"
"Animal1",0.313679663027106,0.828631757561806,-4.934133,6.877833,293,2,"2018-10-20 02:01:06.000"
"Animal1",0.954481638302143,-0.911568580522907,-4.932813,6.875322,293,3,"2018-10-20 04:00:55.000"
"Animal1",0.502235194835723,-2.09978079000143,-4.936396,6.867469,293,4,"2018-10-20 06:00:37.000"
"Animal1",0.221392573849634,-2.97046936619148,-4.939014,6.871181,293,5,"2018-10-20 08:00:33.000"
"Animal1",0.27675797842097,1.05465090414081,-4.937598,6.869765,293,6,"2018-10-20 10:00:33.000"
"Animal1",0.121377394250796,0.711830328897505,-4.935184,6.87043,293,7,"2018-10-20 12:01:31.000"
"Animal1",0.700616443433372,0.481416731900027,-4.934573,6.871342,293,9,"2018-10-20 16:01:19.000"
"Animal1",0.60035318930942,0.518939126687304,-4.933886,6.87764,293,10,"2018-10-20 18:01:11.000"
"Animal1",0.902420148989465,0.155548196910168,-4.936053,6.882618,293,11,"2018-10-20 20:01:37.000"
"Animal1",0.334690327594376,1.66508122008364,-4.940431,6.889506,293,12,"2018-10-20 22:02:40.000"
"Animal1",1.19628257369929,2.79084597319059,-4.942823,6.88765,294,1,"2018-10-21 00:00:50.000"
"Animal1",0.294105101915016,-1.43835127176971,-4.932513,6.890944,294,2,"2018-10-21 02:00:36.000"
"Animal1",0.140041542695623,-1.57562320963647,-4.931375,6.88854,294,3,"2018-10-21 04:00:39.000"
"Animal1",0.311407901284972,-0.368464916541629,-4.932523,6.888004,294,4,"2018-10-21 06:01:14.000"
"Animal1",0.0685574604201382,2.89953181775083,-4.935334,6.887811,294,5,"2018-10-21 08:01:38.000"
"Animal1",0.0469471739939058,-0.190191593022502,-4.934723,6.887704,294,6,"2018-10-21 10:01:06.000"
"Animal1",0.10101462769665,1.35038535588262,-4.934326,6.887553,294,7,"2018-10-21 12:00:41.000"
"Animal1",0.0520968476230658,-0.564603694236383,-4.933822,6.888315,294,8,"2018-10-21 14:01:54.000"
"Animal1",0.0866612189732228,1.48395213348954,-4.933392,6.888508,294,9,"2018-10-21 16:01:45.000"
"Animal1",0.547260064097064,1.2832241652557,-4.93365,6.889248,294,10,"2018-10-21 18:01:30.000"
"Animal1",0.922582560611176,1.32912654135886,-4.938596,6.889012,294,11,"2018-10-21 20:01:24.000"
"Animal1",0.244949301768284,2.11596807543925,-4.940205,6.880826,294,12,"2018-10-21 22:00:55.000"
"Animal1",0.599777926189901,-0.164065286920068,-4.938124,6.881588,295,1,"2018-10-22 00:03:00.000"
"Animal1",0.40100638641461,-2.88186357276351,-4.932792,6.882597,295,2,"2018-10-22 02:01:06.000"
"Animal1",0.0158727245734075,2.91956659864077,-4.936064,6.88103,295,3,"2018-10-22 04:00:49.000"
"Animal1",0.460715071417443,-2.61536038228042,-4.935924,6.881062,295,4,"2018-10-22 06:00:38.000"
"Animal1",0.506377498377593,0.573663718602115,-4.938971,6.878219,295,5,"2018-10-22 08:01:01.000"
"Animal1",0.178467096713184,0.00467158284938382,-4.940087,6.873778,295,6,"2018-10-22 10:01:05.000"
"Animal1",0.338102451951308,2.83334526111336,-4.940473,6.872211,295,7,"2018-10-22 12:00:35.000"
"Animal1",0.156521481795864,-1.00561745887957,-4.938875,6.874818,295,8,"2018-10-22 14:01:03.000"
"Animal1",0.0510601026536291,-1.27846133506118,-4.937459,6.87484,295,9,"2018-10-22 16:00:35.000"
"Animal1",1.07676723774477,0.44215679385835,-4.937319,6.8744,295,10,"2018-10-22 18:01:24.000"
"Animal1",0.524973606565324,-2.69567830991188,-4.930678,6.867276,295,11,"2018-10-22 20:01:02.000"
"Animal1",0.203393839193137,-1.06735581040623,-4.935098,6.869014,295,12,"2018-10-22 22:00:34.000"
"Animal1",0.286420416347247,-0.591834788107194,-4.935334,6.870838,296,1,"2018-10-23 00:00:50.000"
"Animal1",0.947723288885898,-0.0181093937678268,-4.934176,6.873155,296,2,"2018-10-23 02:00:40.000"
"Animal1",2.20027750719067,2.9301907401606,-4.930206,6.880751,296,3,"2018-10-23 04:00:55.000"
"Animal1",0.133793173740464,-1.29866772187452,-4.94292,6.865441,296,5,"2018-10-23 08:02:38.000"
"Animal1",0.045875442383803,2.17310904594502,-4.944025,6.865935,296,6,"2018-10-23 10:01:01.000"
"Animal1",0.62539214542807,1.35497502827562,-4.94395,6.865527,296,7,"2018-10-23 12:02:03.000"
"Animal1",0.132495425526812,-0.341924262842689,-4.938295,6.865334,296,8,"2018-10-23 14:01:30.000"
"Animal1",0.523096876140139,1.25318383844846,-4.93718,6.864894,296,9,"2018-10-23 16:01:36.000"
"Animal1",0.505652927305667,-1.13815406408989,-4.934154,6.868531,296,10,"2018-10-23 18:00:49.000"
"Animal1",0.996065665367653,-2.7263054652128,-4.929734,6.867351,296,11,"2018-10-23 20:01:00.000"
"Animal1",0.196068517399749,1.29560478726374,-4.938639,6.865967,296,12,"2018-10-23 22:02:48.000"
"Animal1",0.308263369435078,1.31748553477084,-4.938853,6.864207,297,1,"2018-10-24 00:01:07.000"
"Animal1",0.493724164237403,2.59210953377663,-4.936257,6.863188,297,2,"2018-10-24 02:01:14.000"
"Animal1",0.255462003984435,2.54559355698417,-4.93895,6.86675,297,3,"2018-10-24 04:01:36.000"
"Animal1",0.00672312087529112,2.30540606157765,-4.938832,6.864443,297,4,"2018-10-24 06:00:51.000"
"Animal1",0.0471056702315933,-3.0701703557135,-4.938789,6.864486,297,5,"2018-10-24 08:01:06.000"
"Animal1",0.0440306629518812,2.367466136756,-4.939068,6.864164,297,6,"2018-10-24 10:00:40.000"
"Animal1",0.23832388256867,3.07392365176911,-4.938671,6.864197,297,7,"2018-10-24 12:00:55.000"
"Animal1",0.160714641559818,-1.19226154047206,-4.940827,6.864164,297,8,"2018-10-24 14:01:02.000"
"Animal1",1.04681583491374,-0.365441272485398,-4.941385,6.865506,297,9,"2018-10-24 16:00:50.000"
"Animal1",0.786260130165347,3.06650137330799,-4.941654,6.874968,297,10,"2018-10-24 18:02:31.000"
"Animal1",0.89898744142594,0.604003023851271,-4.941986,6.867866,297,11,"2018-10-24 20:01:55.000"
"Animal1",0.966305333397744,-0.590493730975749,-4.937684,6.860967,297,12,"2018-10-24 22:01:06.000"
"Animal1",0.917102421003406,1.17716900607392,-4.937974,6.852234,298,1,"2018-10-25 00:00:37.000"
"Animal1",0.0226674809744993,0.529439401215866,-4.930421,6.848801,298,2,"2018-10-25 02:00:50.000"
"Animal1",0.518813235506408,0.372481357841266,-4.930217,6.848822,298,3,"2018-10-25 04:01:12.000"
"Animal1",0.0669385599825491,-0.993676727020826,-4.926043,6.850968,298,4,"2018-10-25 06:00:35.000"
"Animal1",0.0642961836787744,2.61125363286681,-4.925517,6.850668,298,5,"2018-10-25 08:00:37.000"
"Animal1",0.0435067581356296,-2.60545352677907,-4.925807,6.851172,298,6,"2018-10-25 10:00:50.000"
"Animal1",0.993097913184331,0.824824144396826,-4.925464,6.850979,298,7,"2018-10-25 12:01:37.000"
"Animal1",0.432478540193648,0.325569842920853,-4.916913,6.853736,298,8,"2018-10-25 14:00:36.000"
"Animal1",0.865930454875878,0.455014297902932,-4.913769,6.856064,298,9,"2018-10-25 16:01:06.000"
"Animal1",1.34410823247636,0.0661401013656284,-4.910164,6.863016,298,10,"2018-10-25 18:01:30.000"
"Animal1",0.817104468696534,-1.43978349732862,-4.905294,6.874153,298,11,"2018-10-25 20:01:06.000"
"Animal1",0.859255681227838,-0.421618869046573,-4.898191,6.872104,298,12,"2018-10-25 22:00:49.000"
"Animal1",0.138144923494652,-2.03240708619658,-4.892258,6.867083,299,1,"2018-10-26 00:00:37.000"
"Animal1",0.473599130746106,-1.43548568805341,-4.893406,6.866589,299,2,"2018-10-26 02:01:06.000"
"Animal1",0.662458299286877,-1.71931630543557,-4.895616,6.870258,299,3,"2018-10-26 04:01:01.000"
"Animal1",0.198023448243579,0.384042789136796,-4.89008,6.872554,299,4,"2018-10-26 06:00:41.000"
"Animal1",0.374628122047337,-1.67098064558287,-4.888803,6.87381,299,5,"2018-10-26 08:00:37.000"
"Animal1",0.47150477157903,0.426446814988681,-4.886679,6.87117,299,6,"2018-10-26 10:00:37.000"
"Animal1",0.0327166374480703,0.685188527963065,-4.88287,6.86925,299,7,"2018-10-26 12:00:42.000"
"Animal1",1.18107238210838,-0.0911128664153361,-4.882581,6.869314,299,8,"2018-10-26 14:00:43.000"
"Animal1",1.4903173549139,-0.665242741882626,-4.871981,6.870666,299,9,"2018-10-26 16:01:02.000"
"Animal1",0.445402638073209,1.31082029898196,-4.860404,6.863757,299,10,"2018-10-26 18:01:33.000"
"Animal1",0.325455419105918,-1.41358129390662,-4.857518,6.866568,299,11,"2018-10-26 20:01:38.000"
"Animal1",0.337202400892431,-0.648077403690104,-4.855158,6.864808,299,12,"2018-10-26 22:00:38.000"
"Animal1",0.256318920808461,-1.75046039485774,-4.85431,6.861879,300,1,"2018-10-27 00:00:34.000"
"Animal1",0.419261841641293,0.516768095193229,-4.856617,6.861643,300,2,"2018-10-27 02:01:06.000"
"Animal1",0.338345083606009,2.2963489638017,-4.859707,6.859444,300,3,"2018-10-27 04:00:38.000"
"Animal1",0.0846678765011649,2.82292326199263,-4.856724,6.858757,300,4,"2018-10-27 06:00:38.000"
"Animal1",0.0596139376463685,-1.24620996275188,-4.857379,6.859154,300,5,"2018-10-27 08:00:36.000"
"Animal1",0.28137526606806,-1.39662750676351,-4.857261,6.85968,300,6,"2018-10-27 10:01:31.000"
"Animal1",0.193359174116888,0.206650444383085,-4.854718,6.859562,300,8,"2018-10-27 14:01:24.000"
"Animal1",0.461134875924848,-1.26977284006377,-4.852991,6.859841,300,9,"2018-10-27 16:01:30.000"
"Animal1",0.483610676889945,1.6768508040993,-4.851134,6.856107,300,10,"2018-10-27 18:01:43.000"
"Animal1",0.754457911691102,1.41410746617382,-4.847444,6.858457,300,11,"2018-10-27 20:00:39.000"
"Animal1",1.97425612487828,1.45716290892633,-4.850169,6.864712,300,12,"2018-10-27 22:00:34.000"
"Animal1",1.71284963382156,-0.120825839708162,-4.867249,6.859487,301,1,"2018-10-28 00:00:34.000"
"Animal1",3.34775522248553,-0.214879327521475,-4.882506,6.856772,301,2,"2018-10-28 02:01:36.000"
"Animal1",3.32268729071072,-0.00742066499986206,-4.912772,6.857942,301,3,"2018-10-28 04:00:50.000"
"Animal1",0.862501795059289,-0.590284070560151,-4.942802,6.859326,301,4,"2018-10-28 06:01:14.000"
"Animal1",0.157565839975065,-0.325841329913336,-4.949078,6.863961,301,5,"2018-10-28 08:01:02.000"
"Animal1",0.198637535613553,-2.88071696153217,-4.949893,6.86513,301,6,"2018-10-28 10:01:01.000"
"Animal1",0.049213336855891,2.61575573328578,-4.94852,6.863971,301,7,"2018-10-28 12:00:49.000"
"Animal1",1.57700156940243,-1.52221576609293,-4.94867,6.86439,301,8,"2018-10-28 14:01:02.000"
"Animal1",1.3571841571546,0.712846802655049,-4.935485,6.86984,301,9,"2018-10-28 16:01:26.000"
"Animal1",0.459658173288176,1.16316209956185,-4.92997,6.880805,301,10,"2018-10-28 18:00:55.000"
"Animal1",2.37392726458906,-2.26415860770982,-4.932641,6.883991,301,11,"2018-10-28 20:00:33.000"
"Animal1",1.43646376389728,-1.65253763822735,-4.911162,6.884077,301,12,"2018-10-28 22:01:00.000"
"Animal1",0.182606494980013,-1.26397928073991,-4.912171,6.871127,302,1,"2018-10-29 00:01:36.000"
"Animal1",0.878825160063198,0.0470771528502669,-4.91378,6.870752,302,2,"2018-10-29 02:01:00.000"
"Animal1",2.18661713523064,0.0195070225417374,-4.92143,6.868585,302,3,"2018-10-29 04:00:54.000"
"Animal1",1.10334194293318,-0.609538913799433,-4.940355,6.862823,302,4,"2018-10-29 06:01:24.000"
"Animal1",0.454278059925102,2.08699094926129,-4.94985,6.865903,302,5,"2018-10-29 08:01:06.000"
"Animal1",0.662535045955093,2.08328419554045,-4.949024,6.861879,302,6,"2018-10-29 10:00:36.000"
"Animal1",0.474385407677977,-0.709932224679451,-4.944497,6.865806,302,7,"2018-10-29 12:01:06.000"
"Animal1",0.0818235449326836,-1.87035926431714,-4.940205,6.865827,302,8,"2018-10-29 14:01:02.000"
"Animal1",3.16488023967743,1.82763681425683,-4.94042,6.865119,302,9,"2018-10-29 16:00:55.000"
"Animal1",1.37005074631256,0.0620535845826157,-4.911806,6.864036,302,11,"2018-10-29 20:01:02.000"
"Animal1",0.545160994242049,1.71481899108597,-4.899414,6.864336,302,12,"2018-10-29 22:00:50.000"
"Animal1",0.780189741219167,-1.17777718135601,-4.90024,6.869196,303,1,"2018-10-30 00:01:07.000"
"Animal1",0.581640432456023,0.0768530052528474,-4.894264,6.872951,303,2,"2018-10-30 02:00:42.000"
"Animal1",0.548736805992952,0.285633521068945,-4.890037,6.876084,303,3,"2018-10-30 04:00:36.000"
"Animal1",0.274835011877612,2.42205024086609,-4.887044,6.880043,303,4,"2018-10-30 06:00:45.000"
"Animal1",0.156185232238991,-1.03297777869493,-4.889479,6.879539,303,5,"2018-10-30 08:01:01.000"
"Animal1",0.0948600142435685,0.854410716514603,-4.890434,6.88058,303,6,"2018-10-30 10:00:35.000"
"Animal1",0.22618401796061,-2.31097308375979,-4.891292,6.880558,303,7,"2018-10-30 12:00:35.000"
"Animal1",0.364889067058708,-0.722513071401441,-4.889951,6.882103,303,8,"2018-10-30 14:01:02.000"
"Animal1",0.925887093100783,-1.59931288432899,-4.886679,6.882543,303,9,"2018-10-30 16:01:25.000"
"Animal1",1.67762352076128,-2.26804107886789,-4.885799,6.874217,303,10,"2018-10-30 18:01:49.000"
"Animal1",0.540768857867092,0.93184699651327,-4.898395,6.882682,303,11,"2018-10-30 20:01:24.000"
"Animal1",0.474288500796364,0.408761042076195,-4.903008,6.881052,303,12,"2018-10-30 22:00:55.000"
"Animal1",2.87217910350663,-0.666331606437191,-4.906152,6.878133,304,1,"2018-10-31 00:00:55.000"
"Animal1",0.422377712901074,0.190787199397367,-4.932051,6.875998,304,2,"2018-10-31 02:01:06.000"
"Animal1",0.0277759296793221,0.948477435567583,-4.935731,6.874968,304,3,"2018-10-31 04:01:41.000"
"Animal1",0.356953983378904,-0.680273698783382,-4.935817,6.874732,304,4,"2018-10-31 06:01:00.000"
"Animal1",0.114068341236929,-1.31256502191224,-4.938585,6.873069,304,5,"2018-10-31 08:01:36.000"
"Animal1",0.295160524734484,1.3740177866664,-4.939325,6.873788,304,6,"2018-10-31 10:02:00.000"
"Animal1",0.18229424094528,-1.33821476216977,-4.941525,6.872275,304,7,"2018-10-31 12:00:51.000"
"Animal1",0.103208401648636,-1.49050966776651,-4.942748,6.873381,304,8,"2018-10-31 14:01:32.000"
"Animal1",0.883053366749199,0.0738108242285586,-4.942179,6.874121,304,9,"2018-10-31 16:02:01.000"
"Animal1",1.34505779723712,0.724697680961749,-4.937791,6.880794,304,10,"2018-10-31 18:02:08.000"
"Animal1",0.181529536714962,2.56676661116457,-4.939529,6.892832,304,11,"2018-10-31 20:01:24.000"
"Animal1",0.769113742784269,1.95745655037422,-4.940216,6.891341,304,12,"2018-10-31 22:01:37.000"
"Animal1",1.70382088614131,0.283937125919984,-4.933264,6.891029,305,1,"2018-11-01 00:01:07.000"
"Animal1",1.48607328179174,-2.5209811393458,-4.918286,6.894677,305,2,"2018-11-01 02:00:54.000"
"Animal1",0.877900865690931,-0.24778516958249,-4.927062,6.884496,305,3,"2018-11-01 04:00:35.000"
"Animal1",0.190867712219938,-0.455983196651157,-4.933564,6.879936,305,4,"2018-11-01 06:01:01.000"
"Animal1",0.0864827247969276,0.283960540627262,-4.93527,6.879668,305,5,"2018-11-01 08:00:50.000"
"Animal1",0.00374010047751816,2.37043990753505,-4.935978,6.879335,305,6,"2018-11-01 10:01:06.000"
"Animal1",0.173849207874675,2.46316776842269,-4.935946,6.879324,305,7,"2018-11-01 12:01:02.000"
"Animal1",0.228918566160989,-1.55672905199396,-4.936783,6.880655,305,8,"2018-11-01 14:01:20.000"
"Animal1",0.282665850274221,-1.03134777892691,-4.935045,6.881781,305,9,"2018-11-01 16:01:00.000"
"Animal1",1.42740653743323,2.01281783356024,-4.932749,6.880655,305,10,"2018-11-01 18:01:30.000"
"Animal1",0.441677488063043,0.700323193609843,-4.932566,6.893561,305,11,"2018-11-01 20:01:24.000"
"Animal1",2.28307905085273,-2.4519675791678,-4.935098,6.896651,305,12,"2018-11-01 22:00:38.000"
"Animal1",1.31631237325018,-0.80578223982795,-4.914832,6.89265,306,1,"2018-11-02 00:00:37.000"
"Animal1",0.319148952503606,-1.52666081654124,-4.908405,6.882629,306,2,"2018-11-02 02:00:49.000"
"Animal1",1.15548623743712,-2.24752273777884,-4.910765,6.880966,306,3,"2018-11-02 04:00:54.000"
"Animal1",0.0382056446278016,1.75818196778013,-4.910111,6.891394,306,4,"2018-11-02 06:00:34.000"
"Animal1",0.0333476606283406,-0.0550932334988408,-4.910454,6.891351,306,5,"2018-11-02 08:01:06.000"
"Animal1",0.423930406085748,-1.00235846054474,-4.910755,6.89133,306,6,"2018-11-02 10:01:36.000"
"Animal1",0.119346099336622,-1.28985181409523,-4.91304,6.894409,306,7,"2018-11-02 12:00:37.000"
"Animal1",0.468916724120273,0.0464892817125606,-4.912385,6.895267,306,8,"2018-11-02 14:00:38.000"
"Animal1",0.181701290325978,-0.0547546999167774,-4.909971,6.898754,306,9,"2018-11-02 16:00:56.000"
"Animal1",0.688283163877817,-1.82351017929724,-4.908963,6.900052,306,10,"2018-11-02 18:01:01.000"
"Animal1",2.33263471523507,-0.777358233820684,-4.905154,6.895128,306,11,"2018-11-02 20:02:01.000"
"Animal1",1.05375147600895,-0.272135159266626,-4.907665,6.874185,306,12,"2018-11-02 22:01:06.000"
"Animal1",0.315450415796219,1.74990315489416,-4.911302,6.865377,307,1,"2018-11-03 00:00:36.000"
"Animal1",0.380886005481148,-2.8420953832163,-4.908512,6.864776,307,2,"2018-11-03 02:01:03.000"
"Animal1",1.27994876504119,1.19127776957755,-4.911945,6.864476,307,3,"2018-11-03 04:00:54.000"
"Animal1",1.06842691462661,-1.49443364750074,-4.915282,6.853393,307,4,"2018-11-03 06:00:51.000"
"Animal1",0.086498056068877,-2.16889818217927,-4.924724,6.855463,307,5,"2018-11-03 08:00:49.000"
"Animal1",0.220696223933938,-0.78381087097422,-4.924155,6.856,307,6,"2018-11-03 10:01:07.000"
"Animal1",0.0442636348124258,-1.90086310780033,-4.922159,6.855946,307,7,"2018-11-03 12:01:54.000"
"Animal1",1.33432107028904,1.06549275547659,-4.922299,6.855571,307,8,"2018-11-03 14:00:50.000"
"Animal1",3.22129681109521,0.493941588453181,-4.914445,6.846408,307,9,"2018-11-03 16:01:00.000"
"Animal1",1.1149460908172,-0.88543803305994,-4.887258,6.835915,307,10,"2018-11-03 18:01:00.000"
"Animal1",3.32083672730471,-0.137692524053521,-4.884115,6.826335,307,11,"2018-11-03 20:00:36.000"
"Animal1",2.74850932420267,0.960076362457029,-4.878761,6.796787,307,12,"2018-11-03 22:01:00.000"
"Animal1",0.962582513867481,2.34539103860975,-4.856177,6.786391,308,1,"2018-11-04 00:00:33.000"
"Animal1",4.23969269518222,0.027302151136762,-4.859106,6.794588,308,2,"2018-11-04 02:00:37.000"
"Animal1",4.55244984105439,0.753571625119016,-4.872989,6.830326,308,3,"2018-11-04 04:00:54.000"
"Animal1",0.346891422411456,1.36339457759506,-4.910132,6.848114,308,4,"2018-11-04 06:00:56.000"
"Animal1",0.475571146165703,-2.42499257986414,-4.912042,6.845625,308,5,"2018-11-04 08:01:25.000"
"Animal1",0.366714102168179,-2.49218964538595,-4.91231,6.849917,308,6,"2018-11-04 10:02:44.000"
"Animal1",0.447357549703446,2.41923833852786,-4.910143,6.847406,308,7,"2018-11-04 12:00:55.000"
"Animal1",0.249381702769079,-1.73714445947325,-4.9101,6.851451,308,8,"2018-11-04 14:01:01.000"
"Animal1",1.11720972815776,0.894305420858499,-4.907879,6.851054,308,9,"2018-11-04 16:02:44.000"
"Animal1",1.12020559000187,-0.249256861858348,-4.900262,6.857695,308,10,"2018-11-04 18:00:44.000"
"Animal1",1.42768433645159,1.61965055801045,-4.891217,6.862265,308,11,"2018-11-04 20:00:34.000"
"Animal1",0.39409073193942,0.537627552624971,-4.897601,6.873488,308,12,"2018-11-04 22:00:35.000"
"Animal1",0.186332304823828,-1.49514845346442,-4.900702,6.875247,309,1,"2018-11-05 00:00:55.000"
"Animal1",0.192454736920652,1.94986079359599,-4.899983,6.876771,309,2,"2018-11-05 02:01:06.000"
"Animal1",0.491894267365877,-0.883456887019857,-4.901721,6.876878,309,3,"2018-11-05 04:01:31.000"
"Animal1",0.253410095799366,-0.550727398877677,-4.904328,6.880483,309,4,"2018-11-05 06:00:36.000"
"Animal1",0.0410510589922699,0.68905669869425,-4.9045,6.882768,309,6,"2018-11-05 10:00:54.000"
"Animal1",0.0759083722085329,-1.23405700884232,-4.904757,6.883036,309,7,"2018-11-05 12:01:54.000"
"Animal1",1.5739751443433,-1.25834147286665,-4.904446,6.883648,309,8,"2018-11-05 14:01:36.000"
"Animal1",0.813328198684349,-1.9865522863306,-4.890381,6.881416,309,10,"2018-11-05 18:00:54.000"
"Animal1",1.79778655000242,-0.685667574282222,-4.894372,6.875237,309,11,"2018-11-05 20:00:33.000"
"Animal1",1.08713064072272,1.11657603379044,-4.909853,6.870248,309,12,"2018-11-05 22:01:06.000"
"Animal1",2.99114431450371,1.16205523578351,-4.911248,6.860517,310,1,"2018-11-06 00:01:36.000"
"Animal1",0.634867140555606,-3.1128655218181,-4.888192,6.846355,310,2,"2018-11-06 02:01:30.000"
"Animal1",2.04388103189107,0.479922482207318,-4.89317,6.849219,310,3,"2018-11-06 04:00:37.000"
"Animal1",0.251255647718912,2.55264228640147,-4.911645,6.850002,310,4,"2018-11-06 06:01:06.000"
"Animal1",0.195538491524611,-1.28606645884632,-4.90981,6.848661,310,5,"2018-11-06 08:01:44.000"
"Animal1",0.338934045226369,-0.453508046074574,-4.910411,6.846998,310,6,"2018-11-06 10:02:44.000"
"Animal1",0.60423125342818,-3.03057225949601,-4.912611,6.844863,310,7,"2018-11-06 12:01:42.000"
"Animal1",0.0873950379062307,0.824846528091435,-4.909135,6.84908,310,8,"2018-11-06 14:00:55.000"
"Animal1",3.52798381116999,-1.61285973377274,-4.909242,6.849863,310,9,"2018-11-06 16:01:51.000"
"Animal1",0.665636502789006,1.61118887479162,-4.877463,6.852846,310,10,"2018-11-06 18:01:31.000"
"Animal1",1.96857691718551,0.923227273108891,-4.878268,6.858811,310,11,"2018-11-06 20:01:31.000"
"Animal1",0.879213997369395,-0.145958179056891,-4.893782,6.867555,310,12,"2018-11-06 22:01:37.000"
"Animal1",0.717750440105843,1.90405033440091,-4.900069,6.872426,311,1,"2018-11-07 00:00:55.000"
"Animal1",0.00171986495265054,-0.458905707998095,-4.90215,6.866278,311,2,"2018-11-07 02:00:55.000"
"Animal1",1.86339805152875,-1.00132215155514,-4.902161,6.866267,311,3,"2018-11-07 04:01:07.000"
"Animal1",1.64700367984812,1.46943137217005,-4.91863,6.869872,311,4,"2018-11-07 06:00:36.000"
"Animal1",0.559424748842341,-0.0133970357352553,-4.923275,6.855721,311,5,"2018-11-07 08:00:36.000"
"Animal1",0.776702893533238,-3.01568360378699,-4.924917,6.850936,311,6,"2018-11-07 10:01:00.000"
"Animal1",0.137052201979261,-0.301509908931658,-4.92349,6.857813,311,7,"2018-11-07 12:00:36.000"
"Animal1",0.102515252744176,-2.54273961555107,-4.922889,6.858897,311,8,"2018-11-07 14:02:01.000"
"Animal1",0.81590462301961,2.88078740834873,-4.922803,6.857974,311,9,"2018-11-07 16:01:25.000"
"Animal1",1.47450502307447,0.0137563342131845,-4.921569,6.865248,311,10,"2018-11-07 18:01:24.000"
"Animal1",1.38236060691646,-0.802859245585857,-4.91952,6.878423,311,11,"2018-11-07 20:01:00.000"
"Animal1",0.998005091967567,-0.446516802270373,-4.909295,6.885622,311,12,"2018-11-07 22:00:35.000"
"Animal1",0.321788104158916,1.9759434563118,-4.900391,6.887124,312,1,"2018-11-08 00:01:06.000"
"Animal1",0.352921650439521,0.930997239019753,-4.901968,6.88957,312,2,"2018-11-08 02:01:19.000"
"Animal1",0.464301647514745,-0.241637827910847,-4.905154,6.889785,312,3,"2018-11-08 04:00:54.000"
"Animal1",0.0495787951382212,-1.45463492753148,-4.909156,6.891062,312,4,"2018-11-08 06:00:35.000"
"Animal1",0.364250869303005,2.74400266159203,-4.90907,6.891502,312,5,"2018-11-08 08:00:49.000"
"Animal1",0.256967496935357,2.28599003251281,-4.910905,6.888766,312,6,"2018-11-08 10:00:36.000"
"Animal1",0.218755847272668,1.10935420332209,-4.908598,6.889055,312,7,"2018-11-08 12:01:20.000"
"Animal1",0.335400806443593,0.155171889413454,-4.907944,6.890922,312,8,"2018-11-08 14:00:56.000"
"Animal1",0.357717793229686,2.64602461330225,-4.907396,6.893905,312,9,"2018-11-08 16:02:25.000"
"Animal1",2.125852581426,0.393322511678731,-4.909424,6.891384,312,10,"2018-11-08 18:00:38.000"
"Animal1",0.281791709457294,0.769859859302058,-4.91481,6.87293,312,11,"2018-11-08 20:00:56.000"
"Animal1",0.804094055076375,0.77592314982518,-4.913619,6.870677,312,12,"2018-11-08 22:01:07.000"
"Animal1",0.738321180221573,0.754027567256086,-4.906688,6.868467,313,1,"2018-11-09 00:01:05.000"
"Animal1",0.548364442640362,-2.40876821824241,-4.900659,6.871342,313,2,"2018-11-09 02:00:34.000"
"Animal1",0.758545448623131,-0.696615444321284,-4.902558,6.866761,313,3,"2018-11-09 04:00:48.000"
"Animal1",2.01146649731005,-0.00199025814664677,-4.908641,6.863585,313,4,"2018-11-09 06:00:49.000"
"Animal1",0.465002407090767,1.26577790854884,-4.924788,6.855195,313,5,"2018-11-09 08:00:34.000"
"Animal1",0.180454716328775,2.42176184194391,-4.924058,6.851054,313,6,"2018-11-09 10:00:49.000"
"Animal1",0.593377403489022,0.388885859995563,-4.923211,6.852449,313,7,"2018-11-09 12:00:54.000"
"Animal1",0.891323552006123,-1.62486140976451,-4.922374,6.857749,313,8,"2018-11-09 14:01:00.000"
